"V1","V2","V3","V4","V5","V6","V7","V8","V9"
23.8888888888889,"x",429.25414806477,1013.25,"x",3,8,0,"x"
23.8888888888889,"x",429.37290037743,1013.25,"x",3,9,0,"x"
23.8888888888889,"x",429.4910934724,1013.25,"x",3,10,0,"x"
23.8888888888889,"x",429.60872509947,1013.25,"x",3,11,0,"x"
23.8888888888889,"x",429.7257930191,1013.25,"x",3,12,0,"x"
23.8888888888889,"x",429.84229500247,1013.25,"x",3,13,0,"x"
23.8888888888889,"x",429.95822883156,1013.25,"x",3,14,0,"x"
23.8888888888889,"x",430.07359229916,1013.25,"x",3,15,0,"x"
23.8888888888889,"x",430.18838320891,1013.25,"x",3,16,0,"x"
23.8888888888889,"x",430.30259937536,1013.25,"x",3,17,0,"x"
23.8888888888889,"x",430.416238624,1013.25,"x",3,18,0,"x"
23.8888888888889,"x",430.5292987913,1013.25,"x",3,19,0,"x"
23.8888888888889,"x",430.64177772476,1013.25,"x",3,20,0,"x"
23.8888888888889,"x",430.75367328294,1013.25,"x",3,21,0,"x"
23.8888888888889,"x",430.86498333551,1013.25,"x",3,22,0,"x"
23.8888888888889,"x",430.97570576329,1013.25,"x",3,23,0,"x"
23.8888888888889,"x",431.08583845828,1013.25,"x",3,24,0,"x"
23.8888888888889,"x",431.19537932372,1013.25,"x",3,25,0,"x"
23.8888888888889,"x",431.3043262741,1013.25,"x",3,26,0,"x"
23.8888888888889,"x",431.41267723523,1013.25,"x",3,27,0,"x"
23.8888888888889,"x",431.52043014427,1013.25,"x",3,28,0,"x"
23.8888888888889,"x",431.62758294975,1013.25,"x",3,29,0,"x"
23.8888888888889,"x",431.73413361165,1013.25,"x",3,30,0,"x"
23.8888888888889,"x",431.84008010138,1013.25,"x",3,31,0,"x"
23.8888888888889,"x",431.94542040189,1013.25,"x",3,32,0,"x"
23.8888888888889,"x",432.05015250764,1013.25,"x",3,33,0,"x"
23.8888888888889,"x",432.15427442469,1013.25,"x",3,34,0,"x"
23.8888888888889,"x",432.2577841707,1013.25,"x",3,35,0,"x"
23.8888888888889,"x",432.360679775,1013.25,"x",3,36,0,"x"
23.8888888888889,"x",432.4629592786,1013.25,"x",3,37,0,"x"
23.8888888888889,"x",432.56462073425,1013.25,"x",3,38,0,"x"
23.8888888888889,"x",432.66566220647,1013.25,"x",3,39,0,"x"
23.8888888888889,"x",432.76608177156,1013.25,"x",3,40,0,"x"
23.8888888888889,"x",432.86587751769,1013.25,"x",3,41,0,"x"
23.8888888888889,"x",432.96504754488,1013.25,"x",3,42,0,"x"
23.8888888888889,"x",433.06358996509,1013.25,"x",3,43,0,"x"
23.8888888888889,"x",433.1615029022,1013.25,"x",3,44,0,"x"
23.8888888888889,"x",433.2587844921,1013.25,"x",3,45,0,"x"
23.8888888888889,"x",433.35543288269,1013.25,"x",3,46,0,"x"
23.8888888888889,"x",433.45144623391,1013.25,"x",3,47,0,"x"
23.8888888888889,"x",433.54682271782,1013.25,"x",3,48,0,"x"
23.8888888888889,"x",433.64156051858,1013.25,"x",3,49,0,"x"
23.8888888888889,"x",433.73565783252,1013.25,"x",3,50,0,"x"
23.8888888888889,"x",433.82911286816,1013.25,"x",3,51,0,"x"
23.8888888888889,"x",433.92192384626,1013.25,"x",3,52,0,"x"
23.8888888888889,"x",434.01408899982,1013.25,"x",3,53,0,"x"
23.8888888888889,"x",434.10560657416,1013.25,"x",3,54,0,"x"
23.8888888888889,"x",434.19647482692,1013.25,"x",3,55,0,"x"
23.8888888888889,"x",434.28669202808,1013.25,"x",3,56,0,"x"
23.8888888888889,"x",434.37625646006,1013.25,"x",3,57,0,"x"
23.8888888888889,"x",434.46516641766,1013.25,"x",3,58,0,"x"
23.8888888888889,"x",434.55342020818,1013.25,"x",3,59,0,"x"
23.8888888888889,"x",434.64101615138,1013.25,"x",4,0,0,"x"
23.906510851419,"x",434.72795257957,1013.25,"x",4,1,0,"x"
23.9241328139492,"x",434.8142278376,1013.25,"x",4,2,0,"x"
23.9417547764793,"x",434.89984028291,1013.25,"x",4,3,0,"x"
23.9593767390095,"x",434.98478828558,1013.25,"x",4,4,0,"x"
23.9769987015396,"x",435.0690702283,1013.25,"x",4,5,0,"x"
23.9946206640697,"x",435.15268450648,1013.25,"x",4,6,0,"x"
24.0122426265999,"x",435.23562952822,1013.25,"x",4,7,0,"x"
24.02986458913,"x",435.31790371436,1013.25,"x",4,8,0,"x"
24.0474865516602,"x",435.39950549852,1013.25,"x",4,9,0,"x"
24.0651085141903,"x",435.48043332713,1013.25,"x",4,10,0,"x"
24.0827304767205,"x",435.56068565943,1013.25,"x",4,11,0,"x"
24.1003524392506,"x",435.64026096753,1013.25,"x",4,12,0,"x"
24.1179744017807,"x",435.71915773645,1013.25,"x",4,13,0,"x"
24.1355963643109,"x",435.79737446408,1013.25,"x",4,14,0,"x"
24.153218326841,"x",435.87490966131,1013.25,"x",4,15,0,"x"
24.1708402893712,"x",435.95176185197,1013.25,"x",4,16,0,"x"
24.1884622519013,"x",436.0279295729,1013.25,"x",4,17,0,"x"
24.2060842144315,"x",436.10341137399,1013.25,"x",4,18,0,"x"
24.2237061769616,"x",436.17820581817,1013.25,"x",4,19,0,"x"
24.2413281394917,"x",436.25231148147,1013.25,"x",4,20,0,"x"
24.2589501020219,"x",436.325726953,1013.25,"x",4,21,0,"x"
24.276572064552,"x",436.39845083506,1013.25,"x",4,22,0,"x"
24.2941940270822,"x",436.47048174308,1013.25,"x",4,23,0,"x"
24.3118159896123,"x",436.5418183057,1013.25,"x",4,24,0,"x"
24.3294379521425,"x",436.61245916478,1013.25,"x",4,25,0,"x"
24.3470599146726,"x",436.6824029754,1013.25,"x",4,26,0,"x"
24.3646818772027,"x",436.75164840596,1013.25,"x",4,27,0,"x"
24.3823038397329,"x",436.8201941381,1013.25,"x",4,28,0,"x"
24.399925802263,"x",436.88803886682,1013.25,"x",4,29,0,"x"
24.4175477647932,"x",436.95518130045,1013.25,"x",4,30,0,"x"
24.4351697273233,"x",437.0216201607,1013.25,"x",4,31,0,"x"
24.4527916898535,"x",437.08735418267,1013.25,"x",4,32,0,"x"
24.4704136523836,"x",437.15238211488,1013.25,"x",4,33,0,"x"
24.4880356149137,"x",437.21670271928,1013.25,"x",4,34,0,"x"
24.5056575774439,"x",437.28031477131,1013.25,"x",4,35,0,"x"
24.523279539974,"x",437.34321705989,1013.25,"x",4,36,0,"x"
24.5409015025042,"x",437.40540838744,1013.25,"x",4,37,0,"x"
24.5585234650343,"x",437.46688756994,1013.25,"x",4,38,0,"x"
24.5761454275645,"x",437.5276534369,1013.25,"x",4,39,0,"x"
24.5937673900946,"x",437.58770483144,1013.25,"x",4,40,0,"x"
24.6113893526247,"x",437.64704061025,1013.25,"x",4,41,0,"x"
24.6290113151549,"x",437.70565964369,1013.25,"x",4,42,0,"x"
24.646633277685,"x",437.76356081571,1013.25,"x",4,43,0,"x"
24.6642552402152,"x",437.82074302397,1013.25,"x",4,44,0,"x"
24.6818772027453,"x",437.8772051798,1013.25,"x",4,45,0,"x"
24.6994991652755,"x",437.93294620825,1013.25,"x",4,46,0,"x"
24.7171211278056,"x",437.98796504808,1013.25,"x",4,47,0,"x"
24.7347430903357,"x",438.04226065181,1013.25,"x",4,48,0,"x"
24.7523650528659,"x",438.09583198573,1013.25,"x",4,49,0,"x"
24.769987015396,"x",438.14867802993,1013.25,"x",4,50,0,"x"
24.7876089779262,"x",438.20079777829,1013.25,"x",4,51,0,"x"
24.8052309404563,"x",438.25219023852,1013.25,"x",4,52,0,"x"
24.8228529029865,"x",438.30285443219,1013.25,"x",4,53,0,"x"
24.8404748655166,"x",438.35278939473,1013.25,"x",4,54,0,"x"
24.8580968280467,"x",438.40199417544,1013.25,"x",4,55,0,"x"
24.8757187905769,"x",438.45046783753,1013.25,"x",4,56,0,"x"
24.893340753107,"x",438.49820945815,1013.25,"x",4,57,0,"x"
24.9109627156372,"x",438.54521812834,1013.25,"x",4,58,0,"x"
24.9285846781673,"x",438.59149295315,1013.25,"x",4,59,0,"x"
24.9462066406975,"x",438.63703305156,1013.25,"x",5,0,0,"x"
24.9638286032276,"x",438.68183755656,1013.25,"x",5,1,0,"x"
24.9814505657577,"x",438.72590561512,1013.25,"x",5,2,0,"x"
24.9990725282879,"x",438.76923638827,1013.25,"x",5,3,0,"x"
25.016694490818,"x",438.81182905104,1013.25,"x",5,4,0,"x"
25.0343164533482,"x",438.85368279253,1013.25,"x",5,5,0,"x"
25.0519384158783,"x",438.89479681591,1013.25,"x",5,6,0,"x"
25.0695603784085,"x",438.93517033842,1013.25,"x",5,7,0,"x"
25.0871823409386,"x",438.97480259141,1013.25,"x",5,8,0,"x"
25.1048043034687,"x",439.01369282034,1013.25,"x",5,9,0,"x"
25.1224262659989,"x",439.0518402848,1013.25,"x",5,10,0,"x"
25.140048228529,"x",439.08924425851,1013.25,"x",5,11,0,"x"
25.1576701910592,"x",439.12590402935,1013.25,"x",5,12,0,"x"
25.1752921535893,"x",439.16181889938,1013.25,"x",5,13,0,"x"
25.1929141161195,"x",439.19698818483,1013.25,"x",5,14,0,"x"
25.2105360786496,"x",439.23141121613,1013.25,"x",5,15,0,"x"
25.2281580411797,"x",439.26508733791,1013.25,"x",5,16,0,"x"
25.2457800037099,"x",439.29801590902,1013.25,"x",5,17,0,"x"
25.26340196624,"x",439.33019630256,1013.25,"x",5,18,0,"x"
25.2810239287702,"x",439.36162790585,1013.25,"x",5,19,0,"x"
25.2986458913003,"x",439.39231012049,1013.25,"x",5,20,0,"x"
25.3162678538305,"x",439.42224236232,1013.25,"x",5,21,0,"x"
25.3338898163606,"x",439.45142406149,1013.25,"x",5,22,0,"x"
25.3515117788907,"x",439.47985466241,1013.25,"x",5,23,0,"x"
25.3691337414209,"x",439.50753362381,1013.25,"x",5,24,0,"x"
25.386755703951,"x",439.53446041871,1013.25,"x",5,25,0,"x"
25.4043776664812,"x",439.56063453448,1013.25,"x",5,26,0,"x"
25.4219996290113,"x",439.58605547279,1013.25,"x",5,27,0,"x"
25.4396215915415,"x",439.61072274966,1013.25,"x",5,28,0,"x"
25.4572435540716,"x",439.63463589548,1013.25,"x",5,29,0,"x"
25.4748655166017,"x",439.65779445495,1013.25,"x",5,30,0,"x"
25.4924874791319,"x",439.68019798719,1013.25,"x",5,31,0,"x"
25.510109441662,"x",439.70184606565,1013.25,"x",5,32,0,"x"
25.5277314041922,"x",439.7227382782,1013.25,"x",5,33,0,"x"
25.5453533667223,"x",439.74287422706,1013.25,"x",5,34,0,"x"
25.5629753292525,"x",439.76225352889,1013.25,"x",5,35,0,"x"
25.5805972917826,"x",439.78087581473,1013.25,"x",5,36,0,"x"
25.5982192543127,"x",439.79874073004,1013.25,"x",5,37,0,"x"
25.6158412168429,"x",439.81584793469,1013.25,"x",5,38,0,"x"
25.633463179373,"x",439.83219710299,1013.25,"x",5,39,0,"x"
25.6510851419032,"x",439.84778792367,1013.25,"x",5,40,0,"x"
25.6687071044333,"x",439.86262009991,1013.25,"x",5,41,0,"x"
25.6863290669635,"x",439.87669334933,1013.25,"x",5,42,0,"x"
25.7039510294936,"x",439.89000740398,1013.25,"x",5,43,0,"x"
25.7215729920237,"x",439.90256201039,1013.25,"x",5,44,0,"x"
25.7391949545539,"x",439.91435692954,1013.25,"x",5,45,0,"x"
25.756816917084,"x",439.92539193687,1013.25,"x",5,46,0,"x"
25.7744388796142,"x",439.93566682229,1013.25,"x",5,47,0,"x"
25.7920608421443,"x",439.94518139018,1013.25,"x",5,48,0,"x"
25.8096828046745,"x",439.9539354594,1013.25,"x",5,49,0,"x"
25.8273047672046,"x",439.96192886327,1013.25,"x",5,50,0,"x"
25.8449267297347,"x",439.96916144963,1013.25,"x",5,51,0,"x"
25.8625486922649,"x",439.97563308076,1013.25,"x",5,52,0,"x"
25.880170654795,"x",439.98134363347,1013.25,"x",5,53,0,"x"
25.8977926173252,"x",439.98629299902,1013.25,"x",5,54,0,"x"
25.9154145798553,"x",439.9904810832,1013.25,"x",5,55,0,"x"
25.9330365423855,"x",439.99390780626,1013.25,"x",5,56,0,"x"
25.9506585049156,"x",439.99657310296,1013.25,"x",5,57,0,"x"
25.9682804674457,"x",439.99847692257,1013.25,"x",5,58,0,"x"
25.9859024299759,"x",439.99961922883,1013.25,"x",5,59,0,"x"
26.003524392506,"x",440,1013.25,"x",6,0,0,"x"
26.0211463550362,"x",439.99961922883,1013.25,"x",6,1,0,"x"
26.0387683175663,"x",439.99847692257,1013.25,"x",6,2,0,"x"
26.0563902800965,"x",439.99657310296,1013.25,"x",6,3,0,"x"
26.0740122426266,"x",439.99390780626,1013.25,"x",6,4,0,"x"
26.0916342051567,"x",439.9904810832,1013.25,"x",6,5,0,"x"
26.1092561676869,"x",439.98629299902,1013.25,"x",6,6,0,"x"
26.126878130217,"x",439.98134363347,1013.25,"x",6,7,0,"x"
26.1445000927472,"x",439.97563308076,1013.25,"x",6,8,0,"x"
26.1621220552773,"x",439.96916144963,1013.25,"x",6,9,0,"x"
26.1797440178075,"x",439.96192886327,1013.25,"x",6,10,0,"x"
26.1973659803376,"x",439.9539354594,1013.25,"x",6,11,0,"x"
26.2149879428677,"x",439.94518139018,1013.25,"x",6,12,0,"x"
26.2326099053979,"x",439.93566682229,1013.25,"x",6,13,0,"x"
26.250231867928,"x",439.92539193687,1013.25,"x",6,14,0,"x"
26.2678538304582,"x",439.91435692954,1013.25,"x",6,15,0,"x"
26.2854757929883,"x",439.90256201039,1013.25,"x",6,16,0,"x"
26.3030977555185,"x",439.89000740398,1013.25,"x",6,17,0,"x"
26.3207197180486,"x",439.87669334933,1013.25,"x",6,18,0,"x"
26.3383416805787,"x",439.86262009991,1013.25,"x",6,19,0,"x"
26.3559636431089,"x",439.84778792367,1013.25,"x",6,20,0,"x"
26.373585605639,"x",439.83219710299,1013.25,"x",6,21,0,"x"
26.3912075681692,"x",439.81584793469,1013.25,"x",6,22,0,"x"
26.4088295306993,"x",439.79874073004,1013.25,"x",6,23,0,"x"
26.4264514932295,"x",439.78087581473,1013.25,"x",6,24,0,"x"
26.4440734557596,"x",439.76225352889,1013.25,"x",6,25,0,"x"
26.4616954182897,"x",439.74287422706,1013.25,"x",6,26,0,"x"
26.4793173808199,"x",439.7227382782,1013.25,"x",6,27,0,"x"
26.49693934335,"x",439.70184606565,1013.25,"x",6,28,0,"x"
26.5145613058802,"x",439.68019798719,1013.25,"x",6,29,0,"x"
26.5321832684103,"x",439.65779445495,1013.25,"x",6,30,0,"x"
26.5498052309405,"x",439.63463589548,1013.25,"x",6,31,0,"x"
26.5674271934706,"x",439.61072274966,1013.25,"x",6,32,0,"x"
26.5850491560007,"x",439.58605547279,1013.25,"x",6,33,0,"x"
26.6026711185309,"x",439.56063453448,1013.25,"x",6,34,0,"x"
26.620293081061,"x",439.53446041871,1013.25,"x",6,35,0,"x"
26.6379150435912,"x",439.50753362381,1013.25,"x",6,36,0,"x"
26.6555370061213,"x",439.47985466241,1013.25,"x",6,37,0,"x"
26.6731589686515,"x",439.45142406149,1013.25,"x",6,38,0,"x"
26.6907809311816,"x",439.42224236232,1013.25,"x",6,39,0,"x"
26.7084028937117,"x",439.39231012049,1013.25,"x",6,40,0,"x"
26.7260248562419,"x",439.36162790585,1013.25,"x",6,41,0,"x"
26.743646818772,"x",439.33019630256,1013.25,"x",6,42,0,"x"
26.7612687813022,"x",439.29801590902,1013.25,"x",6,43,0,"x"
26.7788907438323,"x",439.26508733791,1013.25,"x",6,44,0,"x"
26.7965127063625,"x",439.23141121613,1013.25,"x",6,45,0,"x"
26.8141346688926,"x",439.19698818483,1013.25,"x",6,46,0,"x"
26.8317566314227,"x",439.16181889938,1013.25,"x",6,47,0,"x"
26.8493785939529,"x",439.12590402935,1013.25,"x",6,48,0,"x"
26.867000556483,"x",439.08924425851,1013.25,"x",6,49,0,"x"
26.8846225190132,"x",439.0518402848,1013.25,"x",6,50,0,"x"
26.9022444815433,"x",439.01369282034,1013.25,"x",6,51,0,"x"
26.9198664440735,"x",438.97480259141,1013.25,"x",6,52,0,"x"
26.9374884066036,"x",438.93517033842,1013.25,"x",6,53,0,"x"
26.9551103691337,"x",438.89479681591,1013.25,"x",6,54,0,"x"
26.9727323316639,"x",438.85368279253,1013.25,"x",6,55,0,"x"
26.990354294194,"x",438.81182905104,1013.25,"x",6,56,0,"x"
27.0079762567242,"x",438.76923638827,1013.25,"x",6,57,0,"x"
27.0255982192543,"x",438.72590561512,1013.25,"x",6,58,0,"x"
27.0432201817845,"x",438.68183755656,1013.25,"x",6,59,0,"x"
27.0608421443146,"x",438.63703305156,1013.25,"x",7,0,0,"x"
27.0784641068447,"x",438.59149295315,1013.25,"x",7,1,0,"x"
27.0960860693749,"x",438.54521812834,1013.25,"x",7,2,0,"x"
27.113708031905,"x",438.49820945815,1013.25,"x",7,3,0,"x"
27.1313299944352,"x",438.45046783753,1013.25,"x",7,4,0,"x"
27.1489519569653,"x",438.40199417544,1013.25,"x",7,5,0,"x"
27.1665739194955,"x",438.35278939473,1013.25,"x",7,6,0,"x"
27.1841958820256,"x",438.30285443219,1013.25,"x",7,7,0,"x"
27.2018178445557,"x",438.25219023852,1013.25,"x",7,8,0,"x"
27.2194398070859,"x",438.20079777829,1013.25,"x",7,9,0,"x"
27.237061769616,"x",438.14867802993,1013.25,"x",7,10,0,"x"
27.2546837321462,"x",438.09583198573,1013.25,"x",7,11,0,"x"
27.2723056946763,"x",438.04226065181,1013.25,"x",7,12,0,"x"
27.2899276572065,"x",437.98796504808,1013.25,"x",7,13,0,"x"
27.3075496197366,"x",437.93294620825,1013.25,"x",7,14,0,"x"
27.3251715822667,"x",437.8772051798,1013.25,"x",7,15,0,"x"
27.3427935447969,"x",437.82074302397,1013.25,"x",7,16,0,"x"
27.360415507327,"x",437.76356081571,1013.25,"x",7,17,0,"x"
27.3780374698572,"x",437.70565964369,1013.25,"x",7,18,0,"x"
27.3956594323873,"x",437.64704061025,1013.25,"x",7,19,0,"x"
27.4132813949175,"x",437.58770483144,1013.25,"x",7,20,0,"x"
27.4309033574476,"x",437.5276534369,1013.25,"x",7,21,0,"x"
27.4485253199777,"x",437.46688756994,1013.25,"x",7,22,0,"x"
27.4661472825079,"x",437.40540838744,1013.25,"x",7,23,0,"x"
27.483769245038,"x",437.34321705989,1013.25,"x",7,24,0,"x"
27.5013912075682,"x",437.28031477131,1013.25,"x",7,25,0,"x"
27.5190131700983,"x",437.21670271928,1013.25,"x",7,26,0,"x"
27.5366351326285,"x",437.15238211488,1013.25,"x",7,27,0,"x"
27.5542570951586,"x",437.08735418267,1013.25,"x",7,28,0,"x"
27.5718790576887,"x",437.0216201607,1013.25,"x",7,29,0,"x"
27.5895010202189,"x",436.95518130045,1013.25,"x",7,30,0,"x"
27.607122982749,"x",436.88803886682,1013.25,"x",7,31,0,"x"
27.6247449452792,"x",436.8201941381,1013.25,"x",7,32,0,"x"
27.6423669078093,"x",436.75164840596,1013.25,"x",7,33,0,"x"
27.6599888703395,"x",436.68240297541,1013.25,"x",7,34,0,"x"
27.6776108328696,"x",436.61245916478,1013.25,"x",7,35,0,"x"
27.6952327953997,"x",436.5418183057,1013.25,"x",7,36,0,"x"
27.7128547579299,"x",436.47048174308,1013.25,"x",7,37,0,"x"
27.73047672046,"x",436.39845083506,1013.25,"x",7,38,0,"x"
27.7480986829902,"x",436.325726953,1013.25,"x",7,39,0,"x"
27.7657206455203,"x",436.25231148147,1013.25,"x",7,40,0,"x"
27.7833426080505,"x",436.17820581817,1013.25,"x",7,41,0,"x"
27.8009645705806,"x",436.10341137399,1013.25,"x",7,42,0,"x"
27.8185865331107,"x",436.0279295729,1013.25,"x",7,43,0,"x"
27.8362084956409,"x",435.95176185197,1013.25,"x",7,44,0,"x"
27.853830458171,"x",435.87490966131,1013.25,"x",7,45,0,"x"
27.8714524207012,"x",435.79737446408,1013.25,"x",7,46,0,"x"
27.8890743832313,"x",435.71915773645,1013.25,"x",7,47,0,"x"
27.9066963457615,"x",435.64026096753,1013.25,"x",7,48,0,"x"
27.9243183082916,"x",435.56068565943,1013.25,"x",7,49,0,"x"
27.9419402708217,"x",435.48043332713,1013.25,"x",7,50,0,"x"
27.9595622333519,"x",435.39950549852,1013.25,"x",7,51,0,"x"
27.977184195882,"x",435.31790371436,1013.25,"x",7,52,0,"x"
27.9948061584122,"x",435.23562952822,1013.25,"x",7,53,0,"x"
28.0124281209423,"x",435.15268450648,1013.25,"x",7,54,0,"x"
28.0300500834725,"x",435.0690702283,1013.25,"x",7,55,0,"x"
28.0476720460026,"x",434.98478828558,1013.25,"x",7,56,0,"x"
28.0652940085327,"x",434.89984028291,1013.25,"x",7,57,0,"x"
28.0829159710629,"x",434.8142278376,1013.25,"x",7,58,0,"x"
28.100537933593,"x",434.72795257957,1013.25,"x",7,59,0,"x"
28.1181598961232,"x",434.64101615138,1013.25,"x",8,0,0,"x"
28.1357818586533,"x",434.55342020818,1013.25,"x",8,1,0,"x"
28.1534038211835,"x",434.46516641766,1013.25,"x",8,2,0,"x"
28.1710257837136,"x",434.37625646006,1013.25,"x",8,3,0,"x"
28.1886477462437,"x",434.28669202808,1013.25,"x",8,4,0,"x"
28.2062697087739,"x",434.19647482692,1013.25,"x",8,5,0,"x"
28.223891671304,"x",434.10560657416,1013.25,"x",8,6,0,"x"
28.2415136338342,"x",434.01408899982,1013.25,"x",8,7,0,"x"
28.2591355963643,"x",433.92192384626,1013.25,"x",8,8,0,"x"
28.2767575588945,"x",433.82911286816,1013.25,"x",8,9,0,"x"
28.2943795214246,"x",433.73565783252,1013.25,"x",8,10,0,"x"
28.3120014839547,"x",433.64156051858,1013.25,"x",8,11,0,"x"
28.3296234464849,"x",433.54682271782,1013.25,"x",8,12,0,"x"
28.347245409015,"x",433.45144623391,1013.25,"x",8,13,0,"x"
28.3648673715452,"x",433.35543288269,1013.25,"x",8,14,0,"x"
28.3824893340753,"x",433.2587844921,1013.25,"x",8,15,0,"x"
28.4001112966055,"x",433.1615029022,1013.25,"x",8,16,0,"x"
28.4177332591356,"x",433.06358996509,1013.25,"x",8,17,0,"x"
28.4353552216657,"x",432.96504754488,1013.25,"x",8,18,0,"x"
28.4529771841959,"x",432.86587751769,1013.25,"x",8,19,0,"x"
28.470599146726,"x",432.76608177156,1013.25,"x",8,20,0,"x"
28.4882211092562,"x",432.66566220647,1013.25,"x",8,21,0,"x"
28.5058430717863,"x",432.56462073425,1013.25,"x",8,22,0,"x"
28.5234650343165,"x",432.4629592786,1013.25,"x",8,23,0,"x"
28.5410869968466,"x",432.360679775,1013.25,"x",8,24,0,"x"
28.5587089593767,"x",432.2577841707,1013.25,"x",8,25,0,"x"
28.5763309219069,"x",432.15427442469,1013.25,"x",8,26,0,"x"
28.593952884437,"x",432.05015250764,1013.25,"x",8,27,0,"x"
